model,feature,gini_observed,gini_boot_mean,gini_boot_ci_low,gini_boot_ci_high,null_mean,null_q95,p_altmann,p_altmann_bh,perm_mean,perm_ci_low,perm_ci_high,perm_ci_excludes_zero
RFC,fraction_exposed_exposed_r,0.012973222959525734,0.011382210102579435,0.007788943500375718,0.017592435371457504,0.010561834260062852,0.01202308173934002,0.0074962518740629685,0.022488755622188907,0.0024858642667926136,-0.00826519507285734,0.014331526648599845,False
RFC,frac_aa_i,0.012932303223071989,0.011509645081841867,0.00757922160225603,0.01852632290458664,0.010406004102813724,0.0118802365673183,0.01249375312343828,0.03385404072157469,-0.0003588957537299031,-0.009564466343839409,0.006165385692222831,False
RFC,frac_aa_p,0.012926758687146246,0.009860742257318906,0.007137782360181052,0.013929986745553282,0.00960610511862056,0.010974839390849173,0.0009995002498750624,0.004938707117029721,0.0014909013504444846,-0.004718792866941007,0.007773406908050539,False
RFC,frac_aa_s,0.012518694279306826,0.011298247251162992,0.0074675826245122695,0.01829120720481359,0.01030687322363493,0.011711453427988877,0.013493253373313344,0.03541979010494753,0.0012901347647880557,-0.00581925966078482,0.013852281622691745,False
RFC,fraction_buried,0.01249484307129334,0.01156926860558,0.007359353242444282,0.01787413455370233,0.008440809282268657,0.009664621804889301,0.0004997501249375312,0.0029985007496251873,0.003919964077098749,-0.009667827712174015,0.014471911707037126,False
RFC,fraction_exposed_nonpolar_exposed,0.01244908595531004,0.01086083918588523,0.007462079482673195,0.016079189187057658,0.008941713691803457,0.010124094905623316,0.0004997501249375312,0.0029985007496251873,-0.0017062832847385355,-0.012799236052640125,0.011070763031981835,False
RFC,fraction_exposed_exposed_f,0.012440359469071141,0.012012232336060772,0.00784319771201679,0.019095717802398,0.010429149121776737,0.011890092499699304,0.025987006496751622,0.06356821589205397,-0.0004552569585343302,-0.007479024231641198,0.007818501371742167,False
RFC,fraction_exposed_exposed_p,0.012433489958462229,0.01073592473540683,0.00761860872695407,0.015108236818986475,0.010175033239485197,0.011582927409737799,0.010494752623688156,0.029385307346326838,0.0008123276961893433,-0.008346975507398487,0.00948855373532502,False
RFC,fraction_exposed_exposed_e,0.012383880211963114,0.010938835799902397,0.007743697088453845,0.016421331139204205,0.009913663848811937,0.011324524476559981,0.005997001499250375,0.021902092432044846,0.0029161458344527168,-0.003379976607572055,0.011727818794810484,False
RFC,nsp_secondary_structure_coil,0.012347314959318451,0.013572189088765218,0.008596937039130718,0.022603938158017936,0.009275811520321784,0.010578174876564957,0.001999000499750125,0.009328668998833917,0.008408988904898764,-0.004556568586821461,0.024297891192628027,False
RFC,nsp_secondary_structure_sheet,0.012271243045770654,0.010506586767541721,0.006863228207643535,0.016318412994642924,0.009379058228870748,0.010797233011745287,0.004497751124437781,0.01717323156603516,0.0033238227568758694,-0.014399590163934578,0.013466116214639829,False
RFC,length,0.01224935548421029,0.011962705664254602,0.00754024953013274,0.019035253601080764,0.008647876799300038,0.009814321215454214,0.0009995002498750624,0.004938707117029721,0.0006817434696801295,-0.007119770233196187,0.00956945287143777,False
RFC,frac_aa_n,0.01218386982395949,0.011493015197693093,0.00727124161455736,0.018471995776207135,0.010312283242749446,0.011683929435132296,0.025987006496751622,0.06356821589205397,0.0017176829669008065,-0.011707698708440439,0.014323138469480008,False
RFC,frac_aa_q,0.012142363867855355,0.01128972737576779,0.0075913841680619,0.018107797308378356,0.010349741344508525,0.011795527693360772,0.026486756621689155,0.06356821589205397,0.0010278864477031291,-0.006417205537133386,0.007428409866848814,False
RFC,frac_aa_l,0.01214127511543731,0.01171588047660659,0.008153023213870902,0.01851995832916619,0.009969227401511111,0.011444387191963704,0.009995002498750625,0.028951041720519054,0.0008392341584601937,-0.007458933536566537,0.010021484931644078,False
